"src_latitude","src_longitude","n"
"14.8333","-91.5167","150447"
"55.7866","52.4385","1088476"
"6.8462","79.9448","240095"
"25.5773","-103.4139","71134"
"46.6395","126.9951","60452"
"28.3674","-16.5833","9180"
"3.1671","101.6708","28674"
"10.6333","-61.2833","2831"
"55.7485","37.6184","52574"
"14.2617","99.4036","88592"
"56.2694","90.4993","526342"
"37.1972","122.0523","30291"
"17.1087","79.1688","48229"
"12.9333","100.8833","29674"
"56.8605","35.876","6049"
"39.1059","-84.5047","2342"
"56.8777","14.8091","118300"
"-4.2761","-55.9836","180944"
"36.1742","8.7049","8393"
"50.2547","19.023","5503"
"19.7006","-101.2215","89960"
"-33.045","-71.4494","2691"
"37.0627","30.5582","61929"
"22.35","114.1833","9501"
"29.9546","-90.0751","13304"
"29.15","78.2667","121621"
"49.4806","-119.5858","1241"
"61.7198","75.3683","3369"
"16.0085","101.9828","52550"
"52.2046","15.5162","72"
"44.0078","87.3046","75806"
"9.5467","106.4067","185879"
"47.7613","-3.3397","8"
"43.5493","11.356","325"
"60.1415","11.1752","988"
"-19.0731","-42.5464","3047"
"50.1409","19.7949","202"
"21.1667","-86.8333","3802"
"49.7752","19.7656","155"
"31.5504","105.9938","9292"
"3.0542","101.5949","1857"
"63.8472","23.1106","258"
"-6.7559","111.038","110295"
"9.8","-66.9167","46834"
"18.0298","-94.567","1137"
"38.5015","-90.4683","23"
"45.3836","20.3819","16230"
"-22.6667","-50.4167","60263"
"-37.9148","144.7509","90653"
"22.6953","89.7194","183046"
"41.5007","-90.4126","226"
"3.0733","101.5054","4399"
"52.3356","21.2002","517"
"31.0927","121.8359","3249"
"48.8057","2.1886","61"
"-12.785","-56.5417","160"
"21.7667","72.15","214153"
"19.0641","-98.3035","2613"
"-21.0203","-54.99","3534"
"-35.3862","149.058","29"
"23.9664","120.9695","2126"
"-18.0","175.0","272"
"34.694","134.9122","30435"
"44.838","11.6206","94531"
"9.9667","105.6833","78143"
"-22.8219","-47.2683","48239"
"20.3167","86.6167","93652"
"35.6931","139.9833","20784"
"35.6671","139.8668","452"
"57.6757","63.0362","43"
"40.4444","-86.9256","89104"
"-22.7274","-53.0817","606"
"51.7899","16.6626","2167"
"51.3915","-0.2982","3232"
"-32.95","151.6667","72817"
"14.9167","103.3","5548"
"15.5333","-89.35","2754"
"51.033","17.3281","110753"
"-22.969","-51.28","72452"
"40.4116","44.6484","28283"
"12.9167","102.3833","354"
"35.5871","139.4991","1150"
"42.978","144.4029","101"
"-22.0","24.0","2173"
"47.7787","-2.6933","2"
"44.2218","12.0414","632"
"51.5694","-1.1986","53"
"42.7115","-71.167","107"
"45.85","24.9667","5274"
"43.5204","129.6747","893"
"-23.3316","-46.7201","101"
"26.4221","127.7383","837"
"37.7852","-122.3874","3886"
"49.0446","2.5048","82"
"19.9694","-102.295","4383"
"43.5072","124.8122","14142"
"-19.0686","-46.7958","139"
"49.4866","20.0292","731"
"33.216","129.6988","45"
"6.4756","-72.9705","20"
"45.5104","10.4233","78"
"34.4614","132.4669","35878"
"45.8759","10.8911","392"
"41.2347","23.3867","59"
"44.6833","25.4","107"
"-11.5255","-40.579","39877"
"25.477","112.3861","17612"
"43.3606","2.1687","53"
"51.2236","20.8553","35"
"40.2826","69.6222","235"
"4.2392","-75.24","138"
"52.3668","4.8681","2036"
"10.4183","-72.075","27417"
"50.805","-0.5816","70"
"40.05","-105.217","4120"
"39.494","-80.2221","108"
"52.8436","-8.9864","128735"
"41.7672","-72.676","4248"
"35.4049","114.0604","461"
"60.4667","40.2094","478"
"26.693","-81.9125","22967"
"43.118","141.3522","1805"
"42.7333","27.5","169670"
"50.3527","30.955","605"
"50.7167","4.3833","12"
"36.8282","-76.0237","55"
"38.9337","116.927","10"
"44.9534","-93.3842","170"
"-25.6667","27.25","67"
"53.3856","33.2156","833"
"30.1713","-93.2244","2937"
"46.7333","18.0333","37"
"47.9859","-1.9311","72"
"51.2508","22.5423","1"
"-28.7901","32.0971","2287"
"9.7833","-68.3833","28562"
"51.5238","-3.0891","3758"
"4.1594","9.2367","2094"
"44.8196","38.339","5529"
"52.4922","4.6532","1"
"38.95","20.75","9681"
"54.8167","23.8667","113"
"45.7101","9.2406","2037"
"57.5825","34.5572","12836"
"38.6203","34.5916","2307"
"36.4737","139.0771","8"
"19.6122","-99.1006","1874"
"27.2566","-82.5398","29"
"39.9598","-75.1616","825"
"14.6414","121.1118","262786"
"48.908","40.194","189"
"45.8564","15.8078","26"
"52.3573","4.8278","331"
"39.5489","-89.2945","1145"
"49.3033","43.9797","182"
"44.9833","26.95","10"
"54.6105","-5.9625","144"
"51.507","6.7963","71"
"47.7419","8.971","6"
"34.3461","72.7641","66"
"38.7518","-9.2968","83"
"44.1665","-77.4037","308"
"30.4212","-86.8926","41"
"20.992","106.3361","1329"
"4.5979","101.0884","8"
"51.0772","-0.8032","66"
"37.6827","-0.9993","28"
"44.0669","-84.0505","1111"
"51.5176","-0.1612","2827"
"45.3667","1.7167","35"
"36.8476","11.0939","55"
"32.7726","130.7553","841"
"42.7594","-91.119","24"
"22.3","114.0167","21"
"28.0509","-82.6164","105"
"-34.2035","150.7864","52"
"10.8902","106.5944","2380"
"29.6518","111.752","14"
"-1.45","36.9833","19"
"45.8198","4.6635","185"
"19.1833","-69.85","71"
"32.8085","-98.1128","47"
"34.123","-117.8988","17"
"28.3939","-81.4216","104"
"19.5667","74.65","209"
"45.7303","9.4033","107440"
"39.0882","28.9777","71"
"66.0833","60.1333","219160"
"39.8947","22.1886","162"
"40.0781","29.5133","244"
"54.8562","10.5173","6"
"27.6333","85.5167","47287"
"-20.3403","-49.198","2308"
"55.9429","-3.285","115"
"-28.8135","153.2773","4042"
"-35.1821","138.5014","13"
"28.85","78.2333","128"
"58.1804","13.9582","68"
"9.5667","-70.0444","2361"
"-14.9319","-42.8197","37"
"-32.9167","-54.9667","77"
"47.1339","28.8256","62994"
"47.6686","9.5913","6"
"-21.6736","-49.752","489"
"-21.0654","-49.0498","41"
"40.789","-73.7262","23"
"41.8307","-71.3982","120"
"32.8445","-79.8242","104"
"35.7641","-78.7786","49"
"49.0078","8.4199","27"
"53.7353","-113.3369","36"
"48.7838","10.1052","15"
"48.3167","21.5833","207"
"45.2667","26.0167","12"
"35.715","139.9172","55"
"41.4798","2.3188","11"
"34.3331","132.5149","1"
"30.8006","31.5936","291"
"40.6026","-75.4691","39"
"63.2121","23.6276","5"
"-31.25","-64.4833","40"
"-28.2167","-51.5333","2"
"29.8534","-95.4435","165"
"48.6025","7.7844","116"
"-23.3951","-46.3201","51103"
"-41.8834","145.3362","33"
"53.4265","14.5053","54"
"25.9614","114.588","222"
"30.7544","31.4402","4"
"49.958","19.1392","46"
"53.7612","-1.7974","55"
"11.2","-4.3","17"
"-34.1892","-56.3394","342"
"-19.3801","-42.5407","190"
"51.9516","4.5155","41"
"41.5092","19.7928","15"
"19.3","-70.4167","13"
"14.9307","120.8475","113"
"35.1167","138.9167","1644"
"-33.875","151.1653","2109"
"49.3333","17.1833","10"
"36.6609","-82.2126","4"
"54.4072","40.3806","104"
"48.0167","21.1667","18"
"-41.4391","147.1301","35"
"36.0661","140.4682","1"
"29.9289","117.9464","154"
"49.7579","0.3746","5"
"-37.5853","143.8395","30"
"52.2302","20.9902","39"
"18.5167","-69.9167","48"
"51.1","-115.35","42"
"35.7249","139.5777","1"
"53.2046","5.8106","3"
"46.5696","24.5945","24"
"37.4911","-79.8511","3"
"-8.7695","-38.7192","14"
"35.7862","139.9643","4"
"34.8762","138.2365","2"
"39.1341","-89.8442","2"
"57.7056","40.9683","252"
"53.4931","83.8939","119"
"40.1243","-74.3022","80"
"52.4921","13.3395","13"
"51.5333","0.55","11"
"-33.15","-62.85","18"
"50.6463","21.3808","347"
"50.0955","10.7983","4"
"36.0435","-84.04","8"
"49.4547","1.1223","4"
"45.2663","7.7658","9"
"-6.8167","37.6667","14"
"41.2823","-7.6984","5"
"50.3833","4.8667","10"
"31.9","73.2667","19"
"-33.6333","-64.6","36"
"42.206","12.3955","135"
"33.3167","130.5167","263"
"49.2667","17.7333","32"
"49.7318","29.6657","9201"
"45.2665","4.335","2"
"33.8578","-117.7869","5"
"43.0103","21.2931","14"
"39.7294","140.0994","11"
"43.2009","46.9037","159"
"40.1187","-80.007","16"
"44.4695","-72.6923","14"
"50.0252","19.9232","8"
"35.5616","139.427","198"
"49.3048","10.5931","11"
"50.054","19.9136","1"
"46.5207","37.8792","12022"
"52.4482","5.8465","5"
"51.314","22.6043","18"
"33.8319","-4.828","10"
"-1.5667","-80.8167","9"
"50.0857","20.053","16"
"43.6902","12.8117","14"
"-4.75","-40.8333","4"
"40.0859","-3.8711","4"
"8.1167","123.9167","227"
"35.0875","-2.2379","7"
"45.1036","7.768","4"
"42.8997","-81.1592","6"
"57.2702","9.941","24"
"43.3592","-80.3347","2"
"32.7652","-95.5971","9"
"51.7333","-3.1317","2"
"14.5542","121.0118","22"
"46.9818","5.5814","7"
"51.7843","19.4786","8"
"48.2704","12.1606","5"
"38.0618","-122.5404","14"
"43.3546","5.2036","5"
"45.9494","12.4157","5"
"34.0805","131.8256","1"
"-12.2465","-40.3267","2"
"32.2974","-110.8404","17"
"49.2803","11.4628","3"
"45.7701","9.1975","3"
"49.1368","20.3046","14"
"42.1458","-88.023","6"
"26.6333","93.75","113"
"46.8283","9.3616","7"
"40.7082","-74.1891","162"
"50.1016","22.2893","9"
"48.4709","11.9381","2"
"53.9695","14.7771","2"
"9.9593","-84.2606","10"
"50.3616","3.1311","2"
"23.3886","112.8211","4"
"2.3333","37.9833","2"
"56.5015","70.8431","2"
"3.1944","101.4281","20"
"56.7","14.9167","3"
"41.3535","-1.6432","9"
"34.5756","-83.5696","4"
"34.7024","135.2103","1"
"51.4037","-0.2355","2"
"39.2885","-89.8661","4"
"51.1123","17.0316","2"
"56.65","32.27","12001"
"56.0333","12.8167","1"
"51.3553","6.6366","115"
"36.5833","138.15","1"
"39.8891","-99.7042","4"
"30.1774","-96.4028","1"
"53.2709","22.773","5"
"6.0911","-75.6357","8"
"50.4133","9.0064","1"
"52.7333","-111.55","1"
"3.45","-76.45","8"
"47.2833","17.3","7"
"51.6357","-0.156","14"
"48.2266","14.2346","17"
"49.6167","127.9833","3342"
"34.3208","8.4016","4"
"30.6123","30.9456","2130"
"46.0832","7.509","1"
"39.7128","-105.0953","2"
"34.7363","-92.2741","9"
"25.75","75.2167","387"
"54.9667","52.5333","4"
"19.7089","-103.2189","4"
"34.6254","135.5623","1"
"44.25","24.3167","1"
"40.2381","-74.7822","8"
"-2.4234","115.2491","89"
"35.4217","140.3226","2"
"16.2464","-92.1488","1"
"43.3174","-3.7267","1"
"50.662","8.7316","3"
"-15.0675","-57.1864","1"
"42.4869","18.6992","1"
"34.8202","135.5425","1"
"34.381","-81.109","2"
"17.809","-91.5368","1"
"47.6895","7.5032","1"
"37.6807","13.3794","2"
"52.0679","4.2569","2"
"40.0344","116.3684","2"
"31.2174","121.4211","1"
"37.9288","41.6332","3"
"48.6207","2.7286","2"
"41.991","-86.1168","3"
"19.2333","-69.6","2"
"43.6249","-7.8835","1"
"50.6667","7.7667","1"
"39.95","-0.05","1"
"35.6757","-81.0503","1"
"35.5242","139.6241","1"
"47.1838","7.3737","2"
"40.614","-73.733","4"
"53.1293","23.1375","1"
"51.9825","21.2053","2"
"20.1753","-99.3271","1"
"42.5951","-73.6826","2"
"37.3192","-8.8033","2"
"39.1423","117.1726","3313116"
"56.9496","24.0978","7395477"
"-17.0","-65.0","321722"
"17.9667","102.6","3819841"
"-14.5242","-46.6413","13434"
"20.6668","-103.3926","6368361"
"55.7561","52.4289","1926501"
"31.3333","73.4333","684528"
"-27.7278","-53.9661","5120"
"47.4968","19.0776","912191"
"55.9575","43.0747","470599"
"34.003","-118.4298","476"
"13.85","100.4333","168916"
"-22.3823","-41.7754","33089"
"47.901","-97.0446","3070"
"14.7042","101.4131","104979"
"22.14","-100.9895","282551"
"5.6969","-0.2514","38282"
"52.3582","0.268","5594"
"-23.9575","-46.2278","319502"
"19.5104","-98.8987","3131"
"13.5167","-88.3833","109174"
"33.8985","-117.9021","5622"
"51.634","-3.9485","786"
"21.7333","70.45","45849"
"30.9889","121.7338","208381"
"-23.4741","-52.1506","1122"
"56.1","38.1333","4567"
"51.4366","5.4801","2551"
"15.4667","75.0167","286625"
"37.5333","126.95","2263764"
"23.5454","116.2215","524"
"28.0997","-15.4134","34973"
"51.4065","-0.0639","100033"
"30.3961","114.8865","670650"
"-33.65","19.4333","457923"
"6.1879","-74.9931","6271"
"55.4133","42.5325","213914"
"41.647","1.1396","14"
"53.4809","-2.2374","10927"
"49.0","2.3833","80"
"47.1332","24.5001","679844"
"57.3808","41.2886","211930"
"0.3333","6.7333","73921"
"7.8333","98.3833","2381"
"52.3719","9.9792","9140"
"54.4439","61.2564","110026"
"-23.8865","-53.9685","2907"
"32.6333","73.7167","4"
"37.3814","-122.1258","527"
"52.0729","76.9039","261343"
"44.2606","26.1697","422"
"52.5129","-1.4549","129"
"40.8475","25.8744","1945"
"50.0761","14.4479","430367"
"38.8951","-77.0364","60142"
"52.4466","13.7602","41"
"3.0833","101.5333","857"
"51.5058","-3.5772","2276"
"60.8912","16.7185","9"
"-24.0283","-53.7913","2252"
"29.5333","75.0167","143869"
"24.806","89.3138","92305"
"55.8833","26.5333","355963"
"49.5257","8.4965","30"
"29.977","-93.9626","8531"
"-12.9964","-46.4878","2764"
"-37.1079","-56.8614","3846"
"44.8918","-116.0789","3176"
"43.8167","27.15","157"
"40.782","-73.9953","6047"
"8.3979","122.8347","747"
"-20.6962","-48.9917","48147"
"-26.3943","153.0901","92728"
"50.2986","16.6462","3242"
"46.0008","6.1316","43"
"28.3056","-81.4197","781"
"-20.2567","57.4061","336"
"34.1416","-80.8886","179"
"48.878","21.3397","10288"
"40.8356","14.5049","48467"
"10.25","-67.1667","28771"
"46.0545","-64.816","58"
"41.8478","-89.4893","140085"
"39.1305","16.2527","37"
"50.6281","81.9121","36468"
"56.5","27.3167","38149"
"50.0692","19.9466","992"
"30.4683","77.775","3852"
"35.3979","139.4669","6"
"33.9707","-84.3247","36"
"29.1015","-82.3413","15"
"39.4851","-75.6794","50"
"41.2939","13.8306","874"
"46.3375","13.5528","22"
"-24.2195","-53.7705","309"
"33.7709","72.7512","1018"
"-27.4308","-53.9224","449"
"43.5113","1.1756","40"
"34.2261","135.1675","9"
"40.405","-3.8783","706"
"24.7192","90.6501","13155"
"-38.2667","-57.85","28452"
"45.185","15.8058","37"
"40.5995","-75.3763","54"
"37.815","-121.2108","96"
"46.8489","35.3653","436136"
"50.8073","5.7295","78"
"40.6281","14.4173","86"
"-5.8419","-37.9249","22"
"51.5892","-1.7194","1448"
"45.0423","23.3361","41"
"10.65","-61.45","312"
"-32.6135","-60.7973","679"
"-20.5401","-45.4776","24048"
"44.2969","11.624","25"
"36.7287","136.9629","39"
"7.1962","5.5868","101"
"36.3485","138.1849","8"
"42.9077","143.533","2567"
"55.9108","38.1536","17239"
"13.1992","108.1939","5438"
"35.7788","139.7951","471"
"-20.8667","55.4667","402"
"39.7529","-75.3362","200"
"18.0333","-77.5","15917"
"40.7807","-73.7812","190"
"41.3175","-75.7885","32597"
"34.8144","135.4832","568"
"53.829","-1.5383","264"
"-21.9523","-50.7493","221"
"52.2016","20.8633","411"
"1.6446","103.5973","34"
"13.8035","100.6075","857"
"44.6628","20.93","4410"
"18.1251","-94.4462","104725"
"51.5167","-0.2167","168"
"53.8","-2.2333","64"
"43.64","-79.433","25347"
"32.7669","130.7698","10"
"53.3946","-2.1329","360"
"51.9","-1.1536","10"
"44.7008","11.4049","195"
"35.115","-80.7061","247"
"16.2","77.3667","747"
"50.0627","19.9347","42"
"53.5428","14.5612","13"
"59.3833","10.7167","38"
"51.7571","19.4794","6"
"46.1598","10.7638","15"
"34.7272","135.246","34"
"-36.75","-62.5","28"
"51.9196","15.4342","228"
"29.7122","72.5553","4325"
"35.5103","-92.0392","22"
"44.55","26.15","16"
"40.7324","-92.3987","260"
"-27.0342","-53.2784","354"
"-22.5767","-45.8458","76"
"20.3281","-102.0611","80"
"58.4549","8.8166","5"
"25.7","86.95","2082"
"32.0876","121.3211","38"
"47.0167","19.55","23"
"36.335","43.1189","91808"
"28.6607","-81.1134","61"
"39.834","4.298","67"
"59.4794","18.2997","5650"
"25.6667","76.7","180"
"29.2219","-81.0095","94"
"9.1833","76.55","12"
"40.6697","22.8047","9"
"51.9603","4.5537","26"
"43.2969","17.0178","6141"
"39.6573","-77.6921","150"
"34.8151","135.4576","832"
"36.1723","-86.6608","20"
"5.3723","100.4418","1747"
"33.6934","-84.448","60"
"-19.5319","-42.6299","4231"
"46.9896","3.159","572"
"33.8053","130.7378","45"
"44.9039","-123.0445","393"
"43.7489","-79.4422","16"
"33.9833","133.5833","90"
"47.7559","-122.3003","105"
"50.4667","4.6667","68"
"29.7133","-95.4804","348"
"40.7306","-73.4313","36"
"47.4467","21.3924","54"
"37.1784","-3.5992","118"
"25.7864","-80.2042","74"
"19.6486","-97.2233","107"
"53.1362","7.5747","30"
"15.2833","-88.4833","244"
"53.0816","-1.2437","292"
"52.3866","16.8851","24"
"19.1757","-98.9979","15"
"52.0995","5.7705","2"
"48.8634","2.506","27"
"-35.05","138.6167","31"
"-28.5333","-54.55","98"
"40.2639","-8.2754","228"
"43.65","10.5","14"
"49.7","13.3167","610"
"13.7456","-89.2064","18385"
"-19.8658","-41.057","64"
"37.0965","-4.3887","10"
"-7.5319","-35.3562","5000"
"52.4467","16.9354","322"
"36.2385","138.2841","8"
"33.7344","-84.0986","106"
"35.9","140.1833","10"
"40.6124","-111.8832","102"
"42.3963","-71.0325","202"
"18.3833","-71.1833","482"
"31.4281","119.4835","2297"
"55.9489","-3.1632","58"
"52.198","4.4135","91"
"50.7865","-1.0392","24"
"52.0866","5.0859","3"
"45.3581","34.158","47"
"-16.7255","-42.8187","58"
"34.029","-118.4005","133"
"37.7491","-121.1284","11"
"56.0656","12.2851","18"
"49.5779","21.8672","15"
"43.0847","-76.2405","21"
"31.1396","-92.0831","5"
"48.2155","16.3075","109"
"44.3861","46.5825","1166"
"50.1167","8.6833","107"
"52.403","13.0626","183"
"51.7156","-4.9222","43"
"32.8594","-90.4031","51"
"36.1502","-115.0336","50"
"-4.4699","-42.3038","1564"
"23.3938","116.6126","127"
"-6.9333","-36.6167","3"
"38.0419","140.1597","18"
"44.702","-63.533","160"
"35.0298","-120.4894","14"
"-21.5606","-45.434","33"
"50.9833","11.0333","26"
"29.9771","-92.3025","16"
"32.721","-102.6828","5"
"38.9928","-94.6771","17"
"35.9951","139.9479","22099"
"43.5067","-81.1582","7"
"15.5167","73.75","26"
"45.7938","9.6599","18"
"45.9671","8.8573","7"
"38.7009","-77.5857","20"
"20.9539","-97.4739","31"
"42.1048","-2.6219","2"
"49.5992","8.7347","9"
"35.6696","139.6049","1"
"44.3827","-91.303","6"
"37.0453","-76.3404","18"
"-28.3","-52.8","43"
"50.8803","3.7242","7"
"27.6784","-105.1714","274"
"-37.857","144.8977","20"
"-25.8","-64.9667","14"
"49.7906","19.0721","31"
"60.2041","11.041","4"
"37.1838","-3.1596","10"
"35.4768","139.4767","4"
"44.5316","-122.8821","17"
"50.6143","1.8315","22"
"45.9189","40.1589","4"
"40.0597","-105.0686","5"
"37.2591","-3.5777","11"
"50.8687","6.0932","9"
"52.2362","6.8946","12"
"38.2026","15.3501","1273"
"-33.0274","151.6601","22"
"41.6338","-71.1808","2"
"46.6072","-93.3076","20"
"20.6492","-105.19","224"
"25.4078","111.3752","3"
"50.8117","-3.7046","5"
"53.1333","0.1","2"
"4.5794","-74.2168","1047"
"61.3769","15.8175","8"
"-33.9833","151.1167","28"
"61.7508","48.5419","2"
"48.1061","17.8519","1"
"45.1267","14.6033","2"
"32.6775","35.2025","36"
"53.13","90.42","5"
"52.4262","16.9137","251"
"46.4667","-81.0667","1"
"37.0798","-79.3","14"
"20.2962","-103.1912","12"
"16.8694","-93.4641","133"
"45.9222","12.3614","7"
"47.4237","9.3211","6"
"-8.3497","-35.2727","24"
"38.2846","140.9692","7"
"34.3946","132.3496","1"
"28.414","-16.5487","382"
"56.1833","37.9","15"
"44.0839","43.1353","2"
"36.1288","-79.4114","2"
"35.1491","136.8864","14"
"45.6876","8.7351","8"
"35.6316","139.6107","2"
"39.0353","-94.4636","12"
"50.4579","2.7921","9"
"36.8474","137.4197","24"
"42.2297","-71.7037","2"
"13.7322","-89.3742","3"
"45.6398","10.6076","3"
"53.2939","-3.261","10"
"-25.5163","-48.5254","9"
"40.718","140.4338","1"
"37.7129","138.9835","109"
"35.5494","-80.4226","2"
"57.2994","47.8822","73"
"-7.2685","112.5665","14"
"-2.5871","-49.041","7"
"-34.7825","138.6108","132"
"52.4297","16.703","10"
"44.5988","132.8259","2246"
"-23.6639","-46.5383","191"
"54.4619","52.9734","113"
"9.8563","-84.2283","5"
"50.9394","37.8103","5663"
"44.9138","-93.485","2"
"51.4061","-2.5627","3"
"43.9533","131.6344","2"
"-10.9558","-41.5541","10"
"35.35","136.6167","8"
"50.9591","10.2673","12"
"49.9333","17.2667","10"
"42.2041","12.8814","3"
"43.1943","-112.3615","20"
"42.0914","-83.6776","1"
"42.7288","-71.3046","11"
"42.3689","2.98","1"
"52.274","21.0837","2"
"46.5332","5.3921","2"
"37.1835","-4.4503","4"
"42.3606","-72.5715","4"
"18.0833","106.3","115"
"30.2813","-92.016","14"
"45.8759","11.5122","2"
"51.506","4.8638","341"
"-33.1097","151.5323","2382"
"32.2318","-107.7466","2"
"36.4752","139.2671","1"
"54.672","25.3172","225"
"33.5912","130.4696","1"
"48.15","22.3","14"
"6.8833","73.1","2"
"36.4175","-93.7379","6"
"47.7431","39.8308","114"
"18.3833","-77.2667","122"
"46.0448","-116.3733","2"
"34.8515","136.4496","2"
"35.9021","139.5235","1"
"41.1624","-80.5762","2"
"56.35","27.1667","96"
"47.6647","0.7536","9"
"34.671","-89.0088","16"
"40.6824","-82.5286","1"
"41.3064","69.1408","242"
"47.495","-111.2502","1"
"51.3597","5.4533","1"
"40.4845","-81.4358","2"
"59.0072","24.7928","1"
"13.0567","44.8819","5"
"50.3856","21.9147","1"
"40.2601","-94.0189","1"
"35.4349","133.3587","1"
"39.9156","32.9625","212"
"54.4603","18.4623","6"
"48.2573","37.2886","1"
"-19.1051","-57.5842","1"
"49.4368","19.4925","2"
"32.8833","131.3167","1"
"49.1","-116.5167","1"
"34.103","134.5524","1"
"46.1487","-0.8016","1"
"44.397","11.8076","4"
"53.0137","-1.3538","8"
"3.8605","-76.3836","113"
"32.8355","-86.6425","6"
"51.38","7.7032","2"
"46.5666","11.561","8"
"37.8291","14.864","142"
"50.9074","6.0303","1"
"40.13","-5.4625","3"
"19.4","-99.0833","6"
"-34.6006","-58.5123","46"
"41.64","-71.6435","2"
"34.6827","135.098","2"
"35.95","140.375","2"
"51.4895","3.6284","2"
"39.7233","-85.9052","19"
"35.8137","139.5776","1"
"49.9992","19.9093","3"
"57.41","60.69","24"
"41.6516","-74.7007","2"
"41.0418","0.6329","4"
"50.3943","-3.5158","6"
"54.3414","9.0237","1"
"59.8981","30.2619","19361628"
"-6.2352","106.9922","13487114"
"19.25","-103.7271","496628"
"36.2101","128.3544","2487478"
"39.2394","76.7643","25472"
"23.5","121.0","15548207"
"6.4474","3.3903","1499377"
"29.45","77.3167","694546"
"42.312","-71.1081","394547"
"33.8772","115.7703","654984"
"27.0892","119.6453","55555"
"29.9592","73.1867","93444"
"38.3864","27.1791","1284335"
"-34.6","-60.0667","50357"
"11.9333","108.4167","2326786"
"-22.7158","-47.773","864516"
"24.5133","117.6556","1341587"
"32.4637","44.4196","3815"
"-22.7141","-47.2901","190667"
"8.9667","-68.3833","52385"
"15.2333","104.9","838966"
"45.5207","-122.6888","123548"
"40.0881","-74.1963","2112"
"42.0625","12.3944","28000"
"-23.8602","-46.4162","16475"
"39.6343","-77.7337","4880"
"37.5091","122.1136","850630"
"45.1167","21.3036","217164"
"-6.8976","112.0649","5642"
"37.3107","13.5766","135797"
"19.4734","-99.2427","20010"
"19.2167","-70.5167","20552"
"53.7275","84.93","16801"
"43.1484","-77.6394","948641"
"-1.3798","-48.1222","166122"
"44.7318","18.087","72847"
"55.8514","37.1814","3791"
"33.7485","-84.3871","58502"
"67.55","63.85","147814"
"56.4797","-2.8586","1481"
"51.5019","-0.2184","3627"
"56.1572","111.7056","66"
"53.2683","-3.5008","1041"
"29.7406","-95.5583","537"
"43.5","24.0833","483"
"36.2505","140.1156","5"
"60.3093","24.959","23511"
"-4.6207","-37.7631","4187"
"15.3","103.3","43683"
"56.4667","53.8039","120593"
"13.2667","101.4333","81525"
"0.5049","117.5279","989"
"35.7826","-91.6352","11746"
"49.559","22.2013","1034"
"15.7667","79.6833","10506"
"54.0","-6.4167","1804"
"33.5377","117.5336","18746"
"-20.9289","55.3351","3658"
"-19.9167","-43.9333","4324"
"-27.45","-58.9833","50816"
"59.4691","30.1223","3943"
"11.0469","124.3867","546575"
"47.0814","28.1783","348771"
"-27.3245","-53.3541","55984"
"-37.9822","145.0389","8"
"48.7007","19.1721","720"
"32.0597","34.8732","98"
"36.5833","117.9667","2524"
"-23.6","-46.5667","32"
"22.3931","103.5059","3690"
"27.9845","-82.463","60"
"14.4167","74.4","8362"
"11.2","107.7167","39803"
"45.5514","-73.6116","991"
"38.5347","-121.4442","1341"
"-7.6722","-35.0585","5582"
"51.0455","-114.1988","2154"
"44.7994","10.3262","9665"
"43.5312","5.4554","2713"
"-17.3977","-44.2177","500"
"60.2167","24.6667","17024"
"29.7912","-95.4182","86578"
"20.5174","-102.9995","5728"
"32.685","119.0093","127265"
"44.983","25.6441","13774"
"-3.9856","-44.7418","214978"
"45.4573","28.2932","68"
"45.2241","-94.9116","81"
"48.7054","2.4504","196"
"-15.3418","-42.3011","696"
"45.5501","-73.6992","682"
"41.0129","-73.7559","255"
"3.1492","101.6951","58515"
"51.9475","0.1355","81913"
"64.4553","76.6169","1617"
"40.2692","-80.1611","4901"
"32.4589","-93.7143","582"
"41.1235","126.1763","67"
"35.8833","139.5333","60073"
"16.4833","79.4333","1814"
"5.9558","116.0368","17619"
"29.6018","103.7448","24017"
"42.6583","-83.2375","205"
"50.5583","-120.5477","129"
"47.7246","128.8239","7571"
"-37.7837","175.2824","888"
"-30.3323","-55.0666","108"
"45.1921","9.1592","100312"
"-7.8665","-35.5891","84"
"-26.3167","31.1333","16983"
"40.9491","-73.7863","25"
"52.0415","5.6753","240"
"33.5925","130.407","2"
"36.0557","-94.1567","2214"
"45.53","9.278","246"
"52.4437","13.5052","1784"
"6.9553","79.922","3243"
"37.8167","22.6667","605"
"50.4519","100.1669","2282"
"37.6502","-98.73","24977"
"44.7337","10.7849","108"
"-0.2167","-78.4","57"
"18.3419","-64.9307","228"
"26.5944","104.8333","8232"
"45.55","10.25","64"
"45.645","11.2989","823"
"51.2858","58.1831","62558"
"41.6005","-1.2801","519"
"44.3167","28.6","61374"
"34.4036","-119.5183","42"
"34.1449","-118.3887","218"
"49.3822","8.5823","16"
"30.4626","-91.5099","298"
"44.7116","8.1341","226"
"40.6198","14.9468","206"
"45.6611","13.9281","10"
"33.454","-84.1534","445"
"50.2117","15.8442","8"
"52.1606","5.3083","5"
"-6.8542","-35.3605","305"
"14.4833","100.7833","7361"
"32.7319","-96.9057","57"
"-20.5692","-43.0115","4"
"20.4833","105.6167","91024"
"45.4132","10.398","217"
"17.6256","100.0942","51355"
"51.929","22.3796","67"
"42.9731","-78.845","60"
"54.0451","-0.8053","23"
"51.4667","-0.35","92"
"50.4833","5.5167","18"
"34.6881","136.4028","134"
"44.0167","24.45","85"
