"src_latitude","src_longitude","n"
"58.0789","54.6557","514"
"41.6383","22.4647","22342"
"-17.4788","-43.0488","39732"
"37.2507","-121.836","530"
"51.5344","11.4826","53"
"31.5789","-84.2118","753"
"37.1504","-4.0658","31"
"-2.9334","115.1621","1404"
"42.0738","-80.1484","2367"
"12.1667","-68.9667","9"
"-23.0346","-49.7232","187394"
"51.6","-0.2167","141"
"60.1513","24.8827","59"
"18.663","-96.7585","152"
"49.7571","2.3637","2"
"16.0432","-61.566","16"
"51.2441","22.513","38"
"43.5437","13.3857","7"
"35.4241","-83.4392","1093"
"46.9206","-122.588","38"
"40.8566","-74.8389","56"
"59.2167","18.15","63"
"35.3468","-86.22","99"
"21.2967","103.2201","147"
"48.1333","21.7167","20"
"35.7074","139.6001","8"
"25.0606","121.5762","2030"
"32.8905","-111.754","154"
"53.5333","8.65","19"
"45.85","27.5333","8"
"33.7015","-117.7528","102"
"37.6167","22.6667","6"
"40.8088","-73.9195","60"
"42.3358","-8.5962","113"
"44.5508","7.7192","90286"
"-21.3455","-42.6498","4043"
"50.9926","6.5713","360"
"29.2569","71.55","28086"
"23.1586","89.2586","14546"
"15.8667","108.2667","2860"
"40.7038","-111.5437","115"
"42.3725","-71.1814","86"
"26.2393","-97.1936","83"
"51.4995","3.6145","91"
"18.9158","-96.9597","677"
"43.35","26.2333","1768"
"41.051","-8.6161","162"
"53.778","20.4813","32"
"36.4333","139.8667","92"
"39.1547","-84.5911","74"
"35.6608","138.537","391"
"48.6791","2.5615","151"
"43.4786","-75.344","1124"
"52.5477","13.2049","18"
"35.1765","136.9152","80"
"40.7906","-7.6915","226"
"52.0854","20.3863","100"
"58.8962","17.5481","21608"
"45.6","-73.6167","33"
"42.0247","21.0797","601"
"51.2799","-113.988","51"
"54.7922","18.3994","26"
"47.4","0.6667","885"
"31.7167","-106.45","6259"
"40.8562","-74.023","122"
"34.4662","133.3849","38"
"50.7167","-2.4333","839"
"32.7766","-79.9309","20"
"47.4183","8.6188","166"
"53.5957","46.7663","4"
"45.5894","-122.7401","2"
"53.8328","-1.7255","74"
"29.4843","-81.2042","112"
"42.5978","-82.8823","106"
"37.4011","-77.4615","166"
"53.1474","23.0973","6"
"44.3211","38.7039","12"
"52.05","85.9167","645"
"49.3667","7.4833","3"
"53.6333","-2.1","14"
"30.3007","-81.4421","30"
"42.763","11.1094","67"
"53.4333","14.543","27"
"30.0313","-89.9758","7"
"62.4913","6.1913","6"
"48.9737","1.7025","103"
"36.4155","139.0333","48013"
"-16.0","167.0","2616"
"41.65","14.0667","8"
"44.6948","12.1819","6"
"53.7587","20.5049","13"
"59.15","57.56","863"
"42.0764","-88.1093","122"
"36.8985","10.3183","20"
"42.3268","-71.1341","50"
"35.5002","-85.0135","46"
"52.2254","21.01","26"
"22.321","114.1726","74"
"54.9667","24.0667","114"
"39.8873","-7.3959","1"
"45.1405","7.5328","216"
"37.8021","-122.433","7"
"41.5119","-88.0569","2"
"43.6111","1.4994","8"
"-36.5667","174.7","20"
"45.5576","-93.2889","4"
"35.6494","139.6061","18"
"6.8021","100.6211","14"
"41.4934","1.8833","22"
"50.0357","22.0011","10"
"6.2464","-75.221","16"
"48.5343","35.871","3413"
"50.0685","18.4964","7"
"40.921","39.8766","1296"
"39.8854","-105.1139","17"
"59.5193","15.0398","7"
"-4.5386","120.3279","1677"
"45.5193","11.2371","40"
"56.8192","39.3129","2"
"42.666","-88.2749","4"
"36.1667","140.1","6"
"42.362","-71.083","19"
"43.578","7.0545","5"
"42.4828","-71.0978","37"
"44.131","19.0308","113"
"-12.7698","-40.1834","34"
"54.4019","45.7839","2175"
"35.3735","139.5805","4"
"34.7135","135.2354","8"
"40.2128","16.6779","33"
"-22.2667","-63.7333","22"
"39.2333","-1.8","8"
"45.4672","7.8762","55"
"49.7597","21.7166","10"
"45.0108","19.4597","7"
"-9.0167","-78.6333","37"
"51.2767","0.1841","6"
"37.4147","14.4454","5"
"34.6578","135.4955","13"
"50.8333","-119.0","8"
"49.658","21.1627","35426"
"41.6639","-8.7913","12"
"47.0208","8.6541","77"
"53.6663","10.0057","18"
"35.7166","137.9375","7"
"50.4057","8.1546","7"
"37.6103","15.0979","128"
"41.5108","22.2075","2"
"36.3041","-119.1293","7"
"45.4891","4.8088","2"
"28.9453","-81.2995","14"
"-29.4089","-53.1825","14"
"33.5255","133.5741","24"
"33.9559","131.3129","6009"
"49.1113","9.7391","21"
"35.5036","134.2383","24"
"45.769","4.9728","14"
"7.9667","100.0","455"
"14.8333","102.7333","32"
"49.6198","20.6324","113"
"53.6108","9.9033","5"
"42.2655","13.1241","11"
"45.8153","13.7483","74371"
"47.855","12.1232","5"
"34.7536","137.7271","21"
"41.1043","36.1039","5"
"54.4394","18.4257","6"
"40.2884","-86.2297","38"
"50.0657","19.932","15"
"50.4175","2.9931","2"
"55.6","26.4167","230"
"31.3203","48.6693","145"
"38.4678","-107.8752","9"
"51.6104","-3.6521","4"
"50.0767","19.9365","14"
"36.6833","137.0167","16"
"39.2919","8.9523","15"
"52.4561","16.8825","3"
"51.3674","12.3909","4"
"33.7667","-84.3363","26"
"47.0333","17.9","81"
"35.722","139.7921","3"
"37.1353","-80.4188","5"
"49.65","18.15","16"
"-11.4423","-52.1392","20"
"45.0333","-78.5167","4"
"18.0667","-77.0167","134"
"52.1514","-6.9861","1"
"-36.3805","145.3987","12"
"36.8181","10.305","116"
"54.5501","18.4595","26"
"52.2533","20.9863","11"
"50.7753","18.3739","5"
"46.0333","14.4","225"
"-29.3553","-51.7769","7"
"50.9878","7.4066","342"
"50.0333","15.8","8"
"53.5512","9.8846","3"
"34.6713","135.5477","146"
"51.5154","-0.0828","3"
"-22.9304","-51.8024","1"
"41.0036","-78.1104","17"
"36.1972","139.7134","6"
"50.0263","8.8859","17"
"44.3009","-69.5806","1"
"48.2333","15.5667","2"
"-34.7948","-55.8895","4"
"51.8192","19.4395","4"
"52.4557","16.8898","3"
"39.0873","-84.549","1"
"-20.7187","-44.9923","11"
"43.6333","-8.1","2"
"-33.9569","150.8613","1"
"12.4833","102.0667","228"
"40.3186","15.7875","10"
"39.8092","21.3417","4"
"18.1","80.6333","2"
"43.18","-74.9861","2"
"44.4705","2.7243","1"
"54.3667","23.4333","230"
"34.9882","136.0051","1"
"45.6455","10.3831","9"
"35.792","-88.0322","6"
"50.6084","3.2525","1"
"-34.6667","-71.2167","5"
"48.6092","7.4964","3"
"52.7158","6.4852","12"
"30.0877","-89.8462","1"
"50.7438","12.6453","1"
"45.3017","-87.5805","1"
"35.7211","-81.1297","2"
"51.5724","7.3892","2"
"51.9","8.2167","3"
"47.4258","8.6909","1"
"36.5574","139.885","106"
"43.0857","-73.1594","1"
"27.4166","-110.2458","2"
"40.7247","-3.1731","4"
"42.6344","-71.2983","3"
"59.1417","25.7614","6"
"47.1864","4.8952","2"
"43.5719","44.0608","100"
"45.9208","16.245","2"
"43.9144","12.651","2"
"10.6333","-61.3667","11"
"34.4691","132.5162","3"
"52.3238","-1.8961","6"
"51.4271","4.3277","2"
"30.3737","-87.3126","25"
"42.9896","-88.0876","341"
"52.906","69.1559","105"
"34.5168","136.1998","1"
"35.6986","139.5408","2"
"45.4383","-122.6147","248"
"57.19","56.49","1"
"45.9097","4.8332","3"
"33.5759","130.2798","2"
"38.6296","34.912","2"
"43.4833","-5.6833","2"
"43.6603","17.7617","1"
"52.05","-107.9833","2"
"36.5003","136.5912","2"
"52.4272","14.5323","2"
"46.2975","16.8567","2"
"4.907","100.6029","2"
"-23.3167","30.7167","3"
"-20.4207","-55.106","4"
"48.0667","-2.9833","2"
"30.1606","-85.6494","2"
"18.2167","-78.1333","1"
"35.9333","140.55","2"
"44.0833","25.1667","2"
"-25.45","-56.0167","2"
"56.1997","12.558","1"
"52.673","6.2923","2"
"45.5472","-122.6417","2"
"10.5048","-66.9208","24417651"
"24.9139","118.5858","1438962"
"24.6218","67.9602","10230"
"39.9653","-83.0235","343506"
"64.9225","77.785","479149"
"6.8667","99.9167","2213"
"38.4924","43.3831","711875"
"55.0419","21.6747","115267"
"45.0705","7.6868","1529342"
"-22.5333","-55.7167","1252393"
"23.1667","79.95","907714"
"-28.9395","-49.5112","1446782"
"43.1056","131.8735","1607624"
"36.8559","30.8548","355153"
"18.0667","103.4333","6402"
"45.0428","41.9734","3401691"
"63.9331","-20.9971","3753"
"15.6167","108.4833","1190592"
"15.35","75.1667","572581"
"28.7584","-106.301","2581929"
"43.7139","-79.6434","380"
"-33.4333","-70.6167","205766"
"55.1711","59.6508","969493"
"10.261","105.1909","96710"
"23.25","87.0667","8984"
"50.3129","18.1288","4528"
"14.4572","120.934","9655"
"40.9286","-98.3873","213"
"41.3231","19.4414","17375"
"29.3814","120.9229","30126"
"57.0925","61.6808","29701"
"-7.9975","-35.0424","137103"
"30.0642","31.2201","36060"
"43.8564","25.9708","566024"
"-20.6103","-40.5274","107602"
"-19.6915","-45.253","7944"
"-24.0266","-51.3012","1917"
"43.7833","23.7333","94390"
"21.0833","106.5167","8593"
"32.6387","-117.0801","1263155"
"43.5139","16.4558","418599"
"4.5916","101.0967","143687"
"14.3647","121.0556","3569"
"26.4116","-80.0928","2872"
"45.5354","-73.6061","12197"
"-34.5","-58.6833","6727"
"54.1838","45.1749","3374"
"49.8993","28.6023","129829"
"39.7086","-104.9312","806"
"6.0298","101.9659","117"
"6.6108","3.2961","9246"
"-37.8633","144.9802","1588"
"47.7742","7.3518","68"
"49.5637","21.9244","14"
"-11.7641","-55.4402","152544"
"-27.95","153.1333","60064"
"36.8866","30.6691","246849"
"52.8461","32.6767","257133"
"52.2329","21.0843","3196"
"52.5983","14.6449","415"
"56.257","37.9954","304697"
"50.5757","22.0556","44515"
"51.6511","-0.4898","35871"
"48.1793","23.2991","3398"
"47.2448","16.6168","13313"
"51.8503","6.1482","113"
"46.8954","-96.8078","534862"
"45.1637","9.0649","492263"
"34.1472","-118.8383","628"
"51.1126","17.0614","400370"
"52.193","-0.9032","20950"
"62.4489","17.4047","953"
"24.355","102.5422","175821"
"39.3118","-108.2304","936"
"25.0865","-80.4473","173"
"46.5133","-81.0225","80"
"35.8251","139.5658","20625"
"49.75","6.1667","6175"
"55.7311","66.1419","244"
"52.6181","-2.0043","104"
"41.4858","13.8284","24"
"46.8125","1.6936","182"
"29.9762","-95.6401","612"
"34.7667","32.4167","11767"
"29.7237","106.6238","5351"
"5.2184","103.1682","33"
"60.4702","24.8264","3700"
"49.1833","18.7667","50"
"57.8819","39.5447","101442"
"51.2353","-0.203","134"
"33.2711","35.1964","175071"
"-8.0167","-34.85","604"
"-34.0333","-70.6667","27241"
"-37.811","175.2821","86"
"69.2333","17.9833","14"
"-6.5301","-36.3584","62"
"-37.7013","144.881","398"
"43.9092","12.9164","315"
"32.5741","71.5264","624"
"36.7497","10.0589","115"
"34.7142","137.7154","794"
"40.6958","-73.7617","335"
"23.6011","119.5089","458"
"35.1","137.0667","562"
"18.8167","105.7167","5081"
"47.5455","16.4462","1018"
"40.5147","21.6786","335103"
"7.7333","4.4333","678"
"42.2522","-83.212","31"
"40.8125","-74.2134","289"
"-19.5033","-41.9617","136529"
"54.9884","-3.2565","31"
"50.3454","19.2355","107"
"42.0128","-88.0967","88"
"27.6349","-97.3103","78"
"54.9008","99.0336","233"
"35.6715","139.9092","488"
"35.75","139.8682","302"
"55.9129","-3.1609","116"
"48.9065","2.3334","5"
"-22.2756","-54.165","18"
"41.5544","-87.5011","753"
"60.2917","18.325","264"
"-25.8468","-49.327","53"
"-24.1485","-49.8191","16"
"52.2814","20.969","339"
"47.2144","-1.5512","2832"
"22.4667","72.8","1835"
"-20.3023","-42.3161","2053"
"-25.6184","-53.7926","5322"
"-27.7515","-48.8048","1139"
"-33.2449","-53.8438","381"
"61.3468","16.075","114"
"-16.6536","-49.5677","5176"
"44.9167","-0.2333","587"
"51.5538","-0.3102","1028"
"2.211","102.2548","9773"
"15.1172","-92.3117","33573"
"48.7124","19.2927","34"
"46.5105","6.559","105"
"15.2123","145.7545","89"
"49.5842","6.1736","34"
"19.706","-155.0928","68"
"55.4744","31.5479","489"
"45.9339","133.7225","1252"
"45.25","25.6333","302"
"46.7136","19.8522","528"
"51.0443","13.6738","2"
"35.3913","-97.9398","12"
"44.8761","7.9942","3"
"53.4184","-113.8097","6"
"53.6167","87.35","96"
"28.85","77.1","6"
"34.3309","-89.4837","82"
"48.7333","-3.4667","164"
"36.6364","138.1823","1"
"47.3412","26.6082","15"
"8.1372","-71.9856","27848"
"2.7762","-76.0628","453"
"62.1833","14.95","18"
"44.8427","-93.2363","56"
"50.1682","3.3474","1"
"39.9703","-105.4813","40"
"18.9134","-98.4262","1784"
"38.8737","-9.3989","232"
"35.3642","139.6058","18"
"39.2812","-76.7406","17"
"32.749","-96.4629","18"
"18.15","-71.1167","471"
"42.8689","-77.2846","40"
"-6.9039","107.6186","2523"
"50.0152","19.9632","18"
"1.6867","-76.0207","1271"
"51.324","-0.7721","731"
"41.8388","-87.7891","110"
"41.1833","1.4667","9"
"34.1559","-116.4313","157"
"35.1089","136.1792","1179"
"50.1457","8.6549","40"
"53.75","46.76","782"
"-7.5811","110.2928","581"
"49.25","5.9333","27"
"35.3833","132.8167","4"
"35.6259","139.5791","15"
"44.2819","22.9347","83259"
"51.0621","-114.1159","53"
"27.5572","-82.396","34"
"40.5802","-74.3594","82"
"43.3382","-8.3736","71"
"33.9838","133.5398","21"
"45.7815","-108.5706","46"
"19.4303","-98.9529","123"
"39.3716","-76.6744","19"
"44.8334","7.5859","11"
"-27.9183","153.3327","80202"
"-2.6213","-48.241","25702"
"53.3875","-2.3485","346"
"42.6791","-84.5767","113"
"13.5697","-89.1172","453"
"37.1888","-8.4545","113"
"32.6833","-96.5964","545"
"11.05","-63.9333","7084"
"44.3378","7.4931","2"
"49.3333","18.0","485"
"41.0667","16.8667","3"
"51.048","31.8869","14561"
"53.2878","-6.3411","23"
"33.5059","-102.0091","15"
"40.9351","-73.7571","84"
"-33.6333","-70.55","160"
"43.2454","-5.5629","4506"
"40.6838","-73.8514","62"
"50.9","5.4","58"
"38.2577","-85.7098","1054"
"36.0499","-83.9228","71"
"43.4334","-4.0434","45"
"40.0568","-75.1569","27"
"51.5717","118.8753","572"
"39.1436","-77.7342","140"
"52.4992","13.5188","26"
"26.4525","-80.1562","19"
"51.3197","7.3392","15"
"32.8545","-96.5991","65"
"52.5379","-2.3065","48"
"50.0396","8.0853","3634"
"38.4915","-90.3772","187"
"52.6875","-1.2748","15"
"42.9015","12.4358","20"
"35.6005","139.5827","9"
"50.1039","8.6886","28"
"51.787","30.2677","127179"
"-24.8881","-53.0101","28"
"39.2758","-94.5704","6"
"58.7667","-69.1167","6"
"45.2078","37.2978","2316"
"40.5273","-104.7146","14"
"42.354","-87.8675","21"
"-21.0308","-41.938","18"
"-16.8529","-48.4565","52"
"49.0167","2.25","366"
"35.4666","11.0385","13"
"44.25","-80.55","6"
"47.8167","25.9","16"
"36.1833","140.2667","338"
"38.861","-9.0645","81"
"53.0121","8.7856","3"
"39.3064","16.3175","4"
"-22.534","-51.5098","20"
"52.9786","9.1854","6"
"55.9525","40.8592","494"
"35.6003","103.2064","64"
"-37.7165","144.9946","141"
"-34.8333","-56.2167","6"
"43.8138","11.0519","14"
"40.44","-89.067","9"
"44.5035","-73.0906","27"
"19.3","76.5","95"
"53.7029","-1.6337","92"
"35.8511","139.8216","24"
"46.74","-1.6083","4"
"52.0","-0.2333","8"
"60.3249","24.8452","9"
"33.9626","-81.0671","2"
"-19.3735","-48.9436","22"
"43.2787","3.2771","4"
"52.2016","6.7963","42"
"47.25","18.9","28"
"35.7333","137.9333","26"
"52.2463","0.7111","39"
"49.4132","1.1452","12"
"44.8425","-122.8007","6"
"38.0685","-122.1614","24"
"42.8661","-94.2781","1"
"51.8774","6.2529","305"
"15.3167","-88.0","184"
"48.5389","6.1443","10"
"38.3456","-122.6919","41"
"39.2333","-0.5167","23"
"-20.6662","-48.4016","19"
"23.3824","89.4612","2049"
"50.85","4.2667","5"
"52.3618","4.928","4"
"34.5065","133.4282","138"
"49.5706","2.3108","50"
"-45.403","-72.6918","1"
"50.1833","13.4333","20"
"36.2858","138.7787","1"
"33.5062","-86.8003","30"
"-25.181","-51.1107","2"
"47.8177","0.3405","507"
"48.3515","8.9632","3"
"40.5759","-74.5008","2"
"41.7329","1.5138","7"
"35.4837","139.5353","16"
"49.4635","-122.822","19773"
"52.0656","-0.7591","7"
"50.6345","18.9935","7"
"47.35","19.25","54"
"47.5276","8.6649","75"
"43.7334","-79.3329","22"
"51.0005","5.8882","23"
"51.2446","22.3872","17"
"-33.0442","-61.1681","10"
"20.4667","84.2333","537"
"42.4625","-75.0491","19"
"30.0211","-94.1157","3"
"34.7447","72.3546","49"
"-16.2053","-54.8803","14"
"39.8407","-99.8878","20"
"39.3703","-74.5552","16"
"-20.6204","-50.7192","4"
"53.1439","23.1371","26"
"37.3785","14.2027","11"
"31.3048","-92.5089","8"
"32.1272","112.7542","12"
"52.7156","41.6442","7"
"47.0111","-122.875","8"
"37.11","-76.5115","21"
"34.2044","-79.2542","8"
"35.4498","140.3017","20"
"-31.9113","115.8892","25"
"39.2998","-76.6075","6"
"20.6667","75.2333","633"
"43.9333","42.5111","188"
"35.751","-77.6706","5"
"22.1237","107.884","1"
"-27.4897","153.0605","8"
"40.1559","-105.1624","13"
"50.6975","7.1417","3"
"6.7211","125.3517","157"
"47.242","5.2242","344"
"45.3218","-92.6971","4"
"35.6759","138.5381","5"
"43.4017","-80.017","158"
"7.0292","79.917","354"
"52.7819","76.65","82"
"35.5928","139.7337","9"
"40.9727","15.0324","6"
"38.1163","-1.3004","2049"
"40.2151","-76.8689","15"
"27.4167","85.0333","88"
"36.3969","140.5446","9"
"31.9176","131.4139","114"
"37.8918","-122.2604","2"
"50.4","4.1667","8"
"40.8911","16.7653","8"
"14.1128","122.9558","11"
"42.5371","-83.7756","4"
"45.5222","12.1015","10"
"-9.6011","-36.8027","9"
"50.9236","7.0905","1"
"32.9185","-80.022","1"
"50.7667","14.7833","8"
"45.5942","5.8758","3"
"53.2794","9.5072","2"
"53.5701","9.8654","4"
"38.4353","141.2914","5"
"50.054","19.924","4"
"16.7418","-93.0949","4"
"35.7079","139.7911","4"
"34.6256","136.4583","1"
"28.9025","-81.248","1"
"53.35","-3.0167","4"
"40.5003","22.925","1"
"33.5532","130.3061","4"
"50.241","21.7667","5"
"54.2927","86.1285","3"
"47.2","16.95","3"
"50.5092","2.8305","4"
"14.0399","121.5685","4"
"32.9297","10.4518","7"
"53.6153","10.1162","5"
"38.7025","-9.2297","6"
"-37.9","145.2333","7"
"41.7319","13.3412","9"
"-4.3522","119.8841","5583"
"12.8511","-86.0994","8"
"51.013","13.7988","1"
"6.1686","116.2348","1"
"46.6173","13.8349","215"
"53.1285","23.1474","4"
"51.87","5.3997","1"
"42.6974","-78.9834","5"
"34.9019","134.9326","2"
"52.1653","40.4731","46"
"58.2385","11.676","1"
"56.2333","15.1167","2"
"41.395","1.0985","11"
"-37.8167","145.2","3"
"65.325","53.4253","2"
"59.2667","18.1833","1"
"48.1983","1.0921","1"
"45.7552","3.2431","1"
"43.0696","-89.4239","2"
"46.95","4.3","1"
"54.4468","18.5491","2"
"32.2338","-110.95","1"
"51.1256","17.0735","2"
"44.4056","4.3925","1"
"19.5137","-98.8551","114"
"29.3831","-98.396","3"
"42.4","14.0333","2"
"47.8","19.6","113"
"52.434","-0.4958","2"
"44.2244","11.6249","113"
"48.8773","9.3496","2"
"41.5862","-3.0652","3"
"35.9804","139.6925","1"
"-2.55","-78.9333","1"
"50.8767","6.164","12"
"45.8061","16.2444","3"
"35.722","139.8042","1"
"39.324","8.6492","2"
"6.2667","101.2667","228"
"47.0333","17.5333","12"
"34.9031","134.5809","1"
"34.5636","135.556","2"
"45.702","7.2068","2"
"-34.0167","-63.9333","6"
"34.8255","136.4483","2"
"43.0331","-8.8093","2"
"44.2596","-72.7494","6"
"52.3627","16.8871","2"
"38.025","-121.2972","45"
"40.851","0.5322","1"
"13.0167","-61.2333","4"
"39.8072","122.5042","1"
"40.3556","-74.9839","2"
"48.8996","6.0401","3"
"44.699","26.121","1"
"49.4433","6.6387","1"
"24.0733","120.5628","88"
"44.3","-77.55","64"
"20.1109","-98.4393","2054"
"34.7383","72.6842","23"
"37.0412","140.7232","1"
"35.0128","135.9672","1"
"34.9499","139.0283","1"
"-7.5561","110.8317","7032446"
"42.8731","74.6003","9127807"
"28.669","77.222","6966328"
"19.2667","76.7833","3172"
"39.0481","-77.4728","1611785"
"25.4417","75.6417","177414"
"20.8133","105.3383","1669652"
"36.6092","127.2919","1556564"
"32.2833","75.65","403180"
"-33.9165","18.4155","254536"
"-0.8773","131.2875","230123"
"24.1917","55.7606","1251663"
"41.0061","37.4779","554928"
"36.7836","127.0042","364558"
"56.8553","41.3586","221681"
"39.1458","34.1639","670699"
"-26.1","28.25","230504"
"11.5333","106.9167","40889"
"38.2498","48.2933","11452"
"39.2167","9.1167","24478"
"-0.25","-79.15","59187"
"40.6108","29.3412","189231"
"41.1481","27.6586","407251"
"58.5167","31.2833","817827"
"43.801","87.6005","637139"
"8.4333","99.9667","1014140"
"-22.4667","-68.9333","8576"
"46.5833","125.0","99323"
"52.354","5.0","4682"
"55.4828","43.878","4613"
"10.2","-64.7","125183"
"56.1106","47.4778","447758"
"27.893","-82.5074","452"
"35.8231","-80.262","5161"
"18.4","-76.95","52"
"21.3667","74.25","79501"
"49.376","11.2143","4714"
"17.4833","101.7167","841229"
"52.4093","0.561","932"
"26.9212","-80.2144","431"
"56.085","60.7314","4336"
"35.9189","127.1959","17034"
"34.2842","72.0831","38394"
"13.0833","109.3","644015"
"-22.1779","-47.3439","336365"
"31.9051","120.2685","632075"
"-23.171","-44.6612","55060"
"39.6908","39.5288","116726"
"-20.4326","-46.0608","154195"
"51.1167","2.6833","2070"
"-20.1082","-40.3019","363467"
"-27.2294","-52.0011","218873"
"51.4667","-109.1333","399"
"9.3667","17.3667","114608"
"7.2236","124.2464","536769"
"-6.5569","107.4433","8427"
"60.35","15.75","36"
"-20.4628","57.5789","2710"
"-33.7949","151.2572","473"
"49.2767","-123.13","360"
"-22.7388","-43.7085","4222"
"35.705","139.7859","906"
"35.2507","-87.3526","617"
"42.5472","19.1053","1974"
"35.8911","14.5328","10577"
"55.8833","48.3333","10360"
"41.808","-72.251","370214"
"45.7635","130.8505","79911"
"34.2618","-118.3371","174387"
"52.2286","21.0071","2279"
"56.3367","46.5711","229"
"51.2967","1.0859","105"
"-22.5894","-49.1616","2135"
"49.6328","8.3592","226"
"30.6279","-110.962","98"
"33.5639","130.3697","5896"
"34.0164","71.9747","67971"
"42.8899","-85.6148","22"
"43.8195","-72.6528","83"
"58.2947","57.8228","11721"
"30.1441","-95.4703","2774"
"-1.1","36.65","1182"
"40.3324","-74.5688","1690"
"52.4806","-2.6535","4709"
"33.9432","-117.9927","2054"
"44.1067","42.9733","6248"
"18.4667","-77.9167","37371"
"32.9321","-97.2834","411"
"23.3","72.3333","33823"
"48.7231","37.5563","8044"
"36.5958","-4.6373","71867"
"53.497","-1.1821","860"
"51.0823","-113.9578","59"
"36.3856","-119.2189","10"
"-21.2444","-47.996","23474"
"-15.6869","-43.1404","620"
"47.7333","25.9333","265"
"46.6733","141.8633","931"
"46.0667","26.15","59"
"35.7848","139.6176","1037"
"32.2167","76.3167","12689"
"42.3312","-86.1311","1"
"35.7886","139.8307","66"
"33.9764","-117.3341","663"
"51.4833","7.2167","41"
"28.0944","-15.4591","1480"
"7.8178","-72.4425","48272"
"35.5528","116.8286","270"
"45.6975","-90.4041","2"
"33.7854","-117.7948","15"
"24.9633","121.2403","12985"
"27.5066","120.5101","236608"
"30.8908","-102.8799","1717"
"32.7924","-80.1081","24"
"-27.4644","153.0531","7441"
"-20.4036","-43.1008","843"
"47.9553","22.3235","160"
"-4.439","-38.08","398"
"45.4346","12.1294","158"
"23.8486","90.25","2159"
"32.3411","-90.3229","1280"
"-5.4817","105.3681","59605"
"-12.383","-41.9168","90"
"-7.3177","112.0872","26"
"45.6602","8.7916","143"
"44.5434","-70.5645","12"
"32.5817","-97.1399","55"
"-19.5729","-44.8757","258173"
"39.5407","-104.9708","9"
"48.3469","36.4025","1214"
"50.1022","11.8885","8"
"53.0938","8.783","11"
"25.9645","-100.2946","53"
"34.6167","135.6","80"
"43.0645","141.3466","122"
"48.9167","2.2833","3787"
"40.7579","-73.9332","106"
"42.814","10.426","28"
"37.0194","-7.9322","47210"
"46.5667","20.6667","810"
"51.3579","1.3138","82"
"53.383","-1.4659","256"
"49.936","73.2842","180"
"41.04","14.424","73"
"19.2","102.7167","2490"
"35.4839","139.6114","134"
"48.8409","10.0931","17788"
"10.6","-61.3833","27"
"41.2563","-95.9404","1372"
"21.7825","-72.2521","230"
"51.5166","4.4366","67"
"49.8496","2.6681","39"
"53.5659","-2.103","123"
"52.4167","-1.9167","65"
"51.2955","-0.7908","71"
"45.59","10.2418","82"
"35.8449","139.9699","307683"
"47.4833","6.8534","14"
"51.01","-0.3394","122"
"35.7545","-91.5073","6"
"48.7435","2.0615","952210"
"-16.4554","-51.1598","22449"
"29.5189","-98.6006","60"
"40.7564","14.0146","40"
"25.9141","32.7636","15424"
"51.2687","16.7121","2050"
"32.8983","-96.1261","44"
"35.3396","-119.0218","138"
"45.6124","9.2398","78"
"52.3824","16.97","28"
"-10.8","-65.3667","1488"
"39.4657","-0.4601","266"
"22.25","114.15","65582"
"40.7626","-86.755","20"
"52.5422","18.8322","56"
"40.7336","-8.1748","38"
"40.2563","-75.8344","262"
"35.1819","136.94","9"
"60.05","69.9","1233"
"35.3596","-82.4266","105"
"6.1118","102.249","20"
"37.2","-7.3167","214"
"36.8","5.7667","6582"
"42.4209","-82.1993","160"
"49.4833","13.6","42"
"22.9667","88.7833","7422"
"32.3736","-88.7436","71"
"19.4119","-102.0384","2319"
"37.7488","-97.3566","9"
"44.0833","28.2167","42"
"48.4869","9.2595","3"
"-26.1958","-56.3681","454"
"42.4652","-7.5546","20"
"29.9317","-90.1026","467"
"-10.0379","-55.8509","5"
"35.1699","136.9238","658"
"31.9272","5.3497","278"
"37.9299","-75.3624","58"
"19.4116","-98.9337","33"
"40.6665","-73.5455","136"
"54.605","18.2456","82"
"42.7118","2.8449","1470"
"41.5344","-81.3421","427"
"34.3077","-118.4287","73"
"43.7657","12.8835","31"
"23.2372","90.3405","147"
"39.8268","116.0633","55"
"-36.5333","-56.6833","1346"
"34.9205","-85.1549","3"
"22.5","114.0667","175"
"18.1667","76.05","1439"
"-22.3406","-45.5202","231"
"35.2","136.9167","27"
"36.6099","-88.3032","68"
"40.7135","-73.3546","134"
"47.6784","-122.1857","33"
"28.3932","-81.3622","26"
"-34.6181","-58.9564","28554"
"-12.0667","-77.0167","36934"
"41.0108","14.7029","79"
"45.308","8.0232","390"
"-14.8102","-50.945","6"
"43.5926","-96.586","40"
"38.6832","-6.4075","155"
"-24.9069","-54.2872","62"
"51.5047","6.5459","8"
"37.8083","-85.4613","53"
"44.8679","-93.5359","17"
"10.3781","-74.8836","238"
"38.0082","-122.2682","27"
"56.2","12.55","72"
"48.6468","2.3197","52"
"33.7299","-86.6451","374"
"40.843","-73.2799","602"
"39.8082","-86.1014","1255"
"43.1836","-79.721","78"
"41.4389","-75.6625","2"
"36.126","-115.1454","74"
"34.2964","132.4601","2"
"45.8023","13.5023","46"
"21.2998","-157.8439","140"
"-1.3667","-79.9","85"
"43.9756","43.2236","21"
"41.1084","-104.8107","22"
"43.339","-1.7894","103"
"21.3509","-97.6866","89"
"19.4245","-99.6633","309"
"6.0269","102.3366","76"
"53.8752","-3.0225","29"
"10.5061","123.7153","309"
